,id,kjkrfgld,bpowgknt,raksnhjf,vwpsxrgk,omtioxzz,yfmzwkru,tiwrsloh,weioazcf,poor
4117,66238,KfoTG,zPfZR,qTmDg,ZCIYy,,,-9.0,-19.5,True
6164,89592,Lsuai,hMHca,qTmDg,RpXJc,3.0,-3.0,3.0,10.5,False
6844,98460,qzGkS,THHLT,DtMvg,shPwO,21.0,-3.0,-1.0,0.5,False
307,65769,ljBjd,WXYiE,DtMvg,esAQH,12.0,-3.0,1.0,5.5,False
1351,59193,KfoTG,THHLT,qTmDg,yygvO,30.0,-3.0,-5.0,-9.5,False
6776,70447,KfoTG,mDadf,rXCdD,SaVqO,12.0,-4.0,1.0,5.5,True
5907,31661,KfoTG,mDadf,DtMvg,BidgV,30.0,-2.0,-3.0,-4.5,True
6708,46686,KfoTG,THHLT,rXCdD,SaVqO,39.0,-2.0,-13.0,-29.5,False
1061,33728,Lsuai,DnomH,DtMvg,QRKWz,21.0,-3.0,-7.0,-14.5,True
6642,89625,KfoTG,THHLT,rXCdD,qNABl,21.0,-4.0,-1.0,0.5,False
1274,39024,qzGkS,mDadf,rXCdD,QRKWz,3.0,-4.0,-1.0,0.5,False
4432,68795,ljBjd,THHLT,zeYAm,ZlqSm,12.0,,-3.0,-4.5,True
677,21977,qzGkS,THHLT,rXCdD,AjMVN,,-4.0,-5.0,-9.5,True
7350,10963,ljBjd,THHLT,zeYAm,DBUky,12.0,-3.0,-13.0,-29.5,True
1224,97095,qzGkS,THHLT,,shPwO,30.0,-3.0,-1.0,0.5,False
7695,31905,qzGkS,THHLT,rXCdD,QRKWz,12.0,-4.0,,-4.5,False
6169,65646,qzGkS,mDadf,zeYAm,ZlqSm,21.0,-3.0,-5.0,-9.5,True
5375,21334,qzGkS,THHLT,DtMvg,qXvRS,12.0,-1.0,-1.0,0.5,False
1804,73594,KfoTG,THHLT,rXCdD,XHmQd,12.0,-4.0,-3.0,-4.5,True
4984,39012,GVYCk,DnomH,DtMvg,ZlqSm,48.0,,-1.0,0.5,False
5834,82666,Lsuai,THHLT,,yygvO,30.0,-1.0,-3.0,-4.5,False
72,58868,ljBjd,zPfZR,DtMvg,tXtkv,21.0,-3.0,-5.0,-9.5,True
6809,54506,qzGkS,zPfZR,qTmDg,qNABl,30.0,-4.0,-1.0,0.5,False
7009,93604,qzGkS,mDadf,DtMvg,bUhyU,12.0,-4.0,1.0,5.5,True
7814,86840,Lsuai,THHLT,DtMvg,DBUky,30.0,-3.0,-7.0,-14.5,False
228,69356,GVYCk,WXYiE,qTmDg,XAmOF,3.0,-3.0,-3.0,-4.5,False
3458,80992,qzGkS,THHLT,qTmDg,mIqzL,3.0,-3.0,-7.0,-14.5,True
7577,87634,ljBjd,THHLT,qTmDg,,3.0,-2.0,-5.0,-9.5,False
6168,516,KfoTG,THHLT,DtMvg,XAmOF,,0.0,1.0,5.5,False
4013,58025,qzGkS,WXYiE,DtMvg,lwCkE,12.0,-2.0,-5.0,-9.5,False
4494,7156,GVYCk,THHLT,DtMvg,ZlqSm,21.0,-4.0,-9.0,-19.5,True
6260,9078,Lsuai,THHLT,DtMvg,qXvRS,21.0,-2.0,-3.0,-4.5,False
8126,91110,KfoTG,THHLT,qTmDg,RpXJc,39.0,-1.0,-11.0,-24.5,False
909,56927,Lsuai,THHLT,rXCdD,qNABl,21.0,-3.0,-1.0,0.5,False
1752,99336,qzGkS,THHLT,DtMvg,sPNOc,39.0,-3.0,-15.0,-34.5,True
6872,82496,Lsuai,hMHca,qTmDg,RpXJc,12.0,-2.0,-5.0,-9.5,False
2610,61315,qzGkS,mDadf,DtMvg,shPwO,21.0,-3.0,-7.0,-14.5,True
8087,55604,qzGkS,zPfZR,DtMvg,IDkCg,3.0,-3.0,3.0,10.5,False
826,10986,GVYCk,zPfZR,DtMvg,IDkCg,30.0,,-3.0,-4.5,True
4104,52276,GVYCk,WXYiE,zeYAm,BidgV,3.0,-3.0,-5.0,-9.5,False
5818,99420,ljBjd,THHLT,TKfyw,hmAUm,,-3.0,-1.0,0.5,False
6956,28713,qzGkS,THHLT,rXCdD,AjMVN,12.0,-4.0,-3.0,-4.5,True
5861,98044,KfoTG,zPfZR,qTmDg,tXtkv,12.0,-4.0,-3.0,-4.5,True
5357,52255,GVYCk,mDadf,DtMvg,IDkCg,3.0,-3.0,1.0,5.5,True
5047,51242,ljBjd,THHLT,DtMvg,yKWYC,12.0,-4.0,1.0,5.5,False
212,47977,qzGkS,THHLT,DtMvg,qXvRS,21.0,-2.0,-1.0,0.5,False
6580,82462,tnDpM,THHLT,DtMvg,XAmOF,,-3.0,-9.0,-19.5,True
5957,69349,GVYCk,zPfZR,zeYAm,NdlDR,21.0,-3.0,-3.0,-4.5,False
273,73189,KfoTG,THHLT,TKfyw,mIqzL,21.0,-3.0,-13.0,-29.5,True
1539,69535,Lsuai,mDadf,rXCdD,vVbnO,12.0,-3.0,-1.0,0.5,True
5227,14924,tnDpM,zPfZR,qTmDg,tXtkv,12.0,-4.0,-7.0,-14.5,True
2312,54031,qzGkS,zPfZR,zeYAm,IDkCg,12.0,-3.0,-5.0,-9.5,True
3901,80304,Lsuai,THHLT,rXCdD,qNABl,30.0,-1.0,-1.0,0.5,False
6851,1767,Lsuai,zPfZR,rXCdD,vVbnO,21.0,-4.0,-3.0,-4.5,True
6543,25340,Lsuai,THHLT,DtMvg,qXvRS,12.0,-3.0,1.0,,False
5321,21881,UhSVl,mDadf,DtMvg,bUhyU,3.0,-2.0,-3.0,-4.5,False
3416,88994,qzGkS,zPfZR,DtMvg,DBUky,12.0,,1.0,5.5,True
6207,45964,qzGkS,mDadf,DtMvg,IDkCg,12.0,-2.0,-7.0,-14.5,True
4763,48034,KfoTG,THHLT,TKfyw,XHmQd,3.0,-3.0,-7.0,-14.5,False
3523,44665,,THHLT,DtMvg,qXvRS,48.0,-3.0,-7.0,-14.5,False
4291,85914,Lsuai,THHLT,DtMvg,XHmQd,12.0,-3.0,-9.0,-19.5,True
5135,15404,qzGkS,WXYiE,DtMvg,mIqzL,3.0,-2.0,-1.0,0.5,False
1118,58461,Lsuai,THHLT,TKfyw,XHmQd,12.0,-2.0,1.0,5.5,False
4835,164,qzGkS,zPfZR,DtMvg,shPwO,21.0,-3.0,-5.0,-9.5,True
2571,82997,ljBjd,THHLT,DtMvg,esAQH,3.0,-4.0,-9.0,,True
4338,75757,qzGkS,zPfZR,DtMvg,IDkCg,30.0,-3.0,-7.0,-14.5,True
1161,65623,qzGkS,THHLT,DtMvg,ZlqSm,12.0,-4.0,-9.0,-19.5,True
2139,82946,qzGkS,zPfZR,qTmDg,xzgJe,12.0,-4.0,-3.0,-4.5,True
7226,80674,GVYCk,WXYiE,zeYAm,NdlDR,12.0,-3.0,1.0,5.5,False
4362,98301,qzGkS,THHLT,rXCdD,IJnCs,30.0,,-7.0,-14.5,True
1549,15642,KfoTG,zPfZR,TKfyw,IJnCs,21.0,-4.0,-15.0,-34.5,True
914,35700,KfoTG,zPfZR,rXCdD,puHHm,12.0,-4.0,-7.0,-14.5,True
4828,65851,KfoTG,zPfZR,DtMvg,ZCIYy,21.0,-3.0,-19.0,-44.5,True
5893,68106,qzGkS,mDadf,DtMvg,lwCkE,3.0,-3.0,-3.0,-4.5,False
5112,50503,Lsuai,THHLT,DtMvg,shPwO,39.0,-2.0,1.0,5.5,False
7916,19211,tnDpM,,zeYAm,xzgJe,,-4.0,-9.0,-19.5,False
4655,91398,qzGkS,THHLT,DtMvg,IDkCg,12.0,-4.0,1.0,5.5,True
362,99097,Lsuai,THHLT,DtMvg,esAQH,12.0,-2.0,-5.0,-9.5,False
1234,83886,GVYCk,zPfZR,,puHHm,30.0,-4.0,-3.0,-4.5,True
2146,89471,KfoTG,zPfZR,zeYAm,ZlqSm,12.0,-3.0,3.0,10.5,False
7181,45335,qzGkS,THHLT,DtMvg,qXvRS,21.0,-1.0,-15.0,-34.5,False
3296,23361,Lsuai,THHLT,DtMvg,NdlDR,3.0,-3.0,3.0,10.5,False
3527,36798,qzGkS,mDadf,DtMvg,bUhyU,12.0,-3.0,-11.0,-24.5,False
7538,46001,ljBjd,THHLT,DtMvg,esAQH,12.0,-3.0,-5.0,,False
6092,60814,KfoTG,,rXCdD,,21.0,-4.0,-5.0,-9.5,False
4482,64821,qzGkS,,rXCdD,QRKWz,3.0,-3.0,-1.0,0.5,False
1292,97838,qzGkS,zPfZR,DtMvg,yKWYC,21.0,-3.0,-1.0,0.5,True
6001,71921,ljBjd,THHLT,DtMvg,esAQH,3.0,-2.0,1.0,5.5,False
5422,30264,GVYCk,THHLT,rXCdD,sPNOc,12.0,-3.0,1.0,5.5,False
3315,50022,Lsuai,THHLT,qTmDg,hmAUm,,-3.0,1.0,5.5,False
249,12877,KfoTG,THHLT,DtMvg,esAQH,12.0,-3.0,-9.0,-19.5,True
2355,4814,qzGkS,zPfZR,qTmDg,shPwO,21.0,-3.0,-9.0,-19.5,True
6145,72085,ljBjd,zPfZR,DtMvg,XAmOF,21.0,-2.0,-5.0,-9.5,False
3154,45525,ljBjd,hMHca,zeYAm,AjMVN,30.0,-1.0,-13.0,-29.5,True
6303,95320,Lsuai,THHLT,rXCdD,AjMVN,12.0,-4.0,-7.0,-14.5,True
467,68798,qzGkS,THHLT,DtMvg,XHmQd,21.0,-4.0,-5.0,-9.5,True
8025,26608,tnDpM,mDadf,DtMvg,puHHm,12.0,-3.0,-3.0,,True
8177,30894,KfoTG,zPfZR,TKfyw,ZlqSm,21.0,-3.0,-7.0,-14.5,True
5700,91479,qzGkS,zPfZR,qTmDg,qcizG,3.0,-4.0,1.0,5.5,False
7496,88286,KfoTG,THHLT,qTmDg,ARuYG,12.0,-3.0,-7.0,-14.5,False
7879,68103,AfgYR,THHLT,DtMvg,tXtkv,21.0,-3.0,-11.0,-24.5,True
2051,48454,ljBjd,THHLT,rXCdD,vVbnO,12.0,-3.0,-1.0,0.5,True
6622,37758,qzGkS,mDadf,qTmDg,esAQH,30.0,-1.0,1.0,5.5,False
7428,47736,qzGkS,THHLT,DtMvg,shPwO,30.0,1.0,-9.0,-19.5,False
3480,35937,KfoTG,hMHca,DtMvg,SaVqO,12.0,-2.0,-5.0,-9.5,False
7478,74826,ljBjd,THHLT,zeYAm,SaVqO,21.0,-3.0,-3.0,-4.5,False
621,4603,KfoTG,zPfZR,rXCdD,puHHm,12.0,-4.0,3.0,10.5,False
4366,38214,KfoTG,WXYiE,DtMvg,ZCIYy,21.0,-2.0,-7.0,-14.5,True
167,57475,ljBjd,THHLT,,ARuYG,48.0,-4.0,-9.0,-19.5,False
4475,89956,qzGkS,THHLT,DtMvg,qcizG,21.0,-2.0,-9.0,-19.5,False
6875,49507,Lsuai,mDadf,DtMvg,bUhyU,12.0,-3.0,-11.0,-24.5,True
6593,26778,KfoTG,mDadf,zeYAm,xzgJe,3.0,-4.0,-1.0,0.5,False
4958,38356,KfoTG,THHLT,rXCdD,AjMVN,21.0,-4.0,-5.0,-9.5,False
1987,55304,qzGkS,zPfZR,DtMvg,vVbnO,12.0,-3.0,-9.0,-19.5,True
8109,86390,qzGkS,mDadf,DtMvg,XHmQd,3.0,-4.0,-5.0,-9.5,True
4988,68298,Lsuai,THHLT,DtMvg,sPNOc,21.0,-2.0,-7.0,-14.5,True
2824,65491,Lsuai,WXYiE,TKfyw,SaVqO,21.0,-4.0,-3.0,-4.5,False
4786,81872,ljBjd,zPfZR,zeYAm,ZlqSm,12.0,-2.0,-3.0,-4.5,True
3567,50370,ljBjd,THHLT,TKfyw,bUhyU,12.0,-4.0,-5.0,-9.5,False
3743,70877,,THHLT,qTmDg,SaVqO,48.0,-1.0,-7.0,-14.5,True
7722,12983,KfoTG,zPfZR,DtMvg,XAmOF,,-4.0,-17.0,-39.5,True
6122,7822,Lsuai,mDadf,rXCdD,VJaVA,3.0,-2.0,,0.5,False
5890,1726,KfoTG,zPfZR,zeYAm,BidgV,12.0,-3.0,3.0,10.5,False
3012,37542,KfoTG,zPfZR,TKfyw,XHmQd,12.0,-4.0,-5.0,-9.5,False
7464,35187,qzGkS,mDadf,DtMvg,lwCkE,21.0,-3.0,-3.0,-4.5,True
1558,22288,qzGkS,,rXCdD,sPNOc,21.0,-3.0,-1.0,0.5,False
7619,63862,qzGkS,mDadf,DtMvg,IDkCg,3.0,-3.0,3.0,10.5,True
2072,94224,qzGkS,WXYiE,DtMvg,esAQH,30.0,-3.0,-7.0,-14.5,True
4678,74893,KfoTG,THHLT,rXCdD,qNABl,30.0,-3.0,-9.0,-19.5,False
147,5847,qzGkS,THHLT,rXCdD,,12.0,-3.0,-5.0,-9.5,True
1679,44095,Lsuai,THHLT,DtMvg,hmAUm,21.0,-4.0,-3.0,-4.5,True
5799,79639,GVYCk,zPfZR,rXCdD,vVbnO,30.0,,-11.0,-24.5,True
7595,94655,KfoTG,WXYiE,DtMvg,lwCkE,12.0,-3.0,-5.0,-9.5,True
4102,35479,qzGkS,mDadf,DtMvg,IDkCg,3.0,-4.0,1.0,5.5,True
4994,8070,Lsuai,THHLT,DtMvg,XHmQd,21.0,-4.0,-15.0,-34.5,True
171,72797,ljBjd,mDadf,DtMvg,XHmQd,12.0,-3.0,-7.0,-14.5,True
4613,43779,qzGkS,THHLT,,QRKWz,3.0,-4.0,-5.0,-9.5,True
5173,1780,qzGkS,mDadf,zeYAm,xzgJe,12.0,-4.0,3.0,10.5,False
2120,79697,ljBjd,THHLT,qTmDg,ARuYG,21.0,-4.0,-7.0,-14.5,True
3319,49120,,THHLT,DtMvg,NdlDR,12.0,,-1.0,0.5,False
6748,73278,KfoTG,THHLT,DtMvg,AjMVN,21.0,-4.0,-3.0,,False
1638,52791,qzGkS,DnomH,zeYAm,ZlqSm,21.0,-3.0,-7.0,-14.5,True
6950,62349,KfoTG,THHLT,DtMvg,tXtkv,21.0,-2.0,-11.0,-24.5,True
2498,90371,qzGkS,WXYiE,DtMvg,BidgV,12.0,-3.0,-1.0,0.5,True
3696,45986,qzGkS,WXYiE,qTmDg,bUhyU,30.0,-4.0,-1.0,0.5,False
1385,63051,Lsuai,THHLT,zeYAm,VJaVA,,-4.0,-9.0,-19.5,True
1237,81224,Lsuai,mDadf,DtMvg,IDkCg,12.0,-3.0,-5.0,-9.5,True
3682,58139,KfoTG,THHLT,DtMvg,lwCkE,,-4.0,-3.0,-4.5,True
1700,10196,KfoTG,THHLT,TKfyw,IJnCs,39.0,-2.0,-13.0,-29.5,True
6923,79073,Lsuai,THHLT,qTmDg,hmAUm,-6.0,-4.0,-3.0,-4.5,True
4888,84610,Lsuai,zPfZR,DtMvg,XHmQd,3.0,-4.0,-3.0,-4.5,False
6291,60166,Lsuai,mDadf,TKfyw,ZCIYy,3.0,-3.0,-9.0,-19.5,True
5913,13801,Lsuai,mDadf,DtMvg,vVbnO,12.0,-3.0,-9.0,-19.5,True
433,62135,Lsuai,mDadf,DtMvg,sPNOc,12.0,-2.0,-5.0,-9.5,True
3279,56567,Lsuai,THHLT,zeYAm,xzgJe,39.0,-3.0,-3.0,-4.5,False
1162,63417,Lsuai,THHLT,rXCdD,sPNOc,12.0,-3.0,-3.0,-4.5,False
6746,24319,KfoTG,mDadf,DtMvg,tXtkv,21.0,-3.0,-7.0,-14.5,True
789,71961,Lsuai,THHLT,rXCdD,sPNOc,30.0,-1.0,1.0,5.5,False
108,48653,tnDpM,WXYiE,TKfyw,AjMVN,12.0,-4.0,3.0,10.5,False
987,73596,ljBjd,DnomH,TKfyw,yKWYC,12.0,-3.0,-9.0,-19.5,True
1405,51852,,THHLT,DtMvg,NdlDR,12.0,-3.0,-7.0,-14.5,True
1059,38240,KfoTG,zPfZR,zeYAm,DBUky,,-2.0,-7.0,-14.5,False
6918,55997,qzGkS,THHLT,rXCdD,QRKWz,,-4.0,1.0,5.5,True
1550,29548,KfoTG,THHLT,TKfyw,hmAUm,48.0,-2.0,,-24.5,False
762,6962,Lsuai,THHLT,rXCdD,QRKWz,21.0,-3.0,-1.0,0.5,False
355,78244,KfoTG,THHLT,rXCdD,SaVqO,12.0,-4.0,-7.0,,True
5864,74941,AfgYR,mDadf,qTmDg,mIqzL,12.0,-4.0,-3.0,-4.5,True
1226,6148,KfoTG,DnomH,DtMvg,lwCkE,12.0,-2.0,-7.0,-14.5,False
77,17714,GVYCk,mDadf,,vVbnO,12.0,-3.0,-3.0,,True
1911,67990,Lsuai,THHLT,rXCdD,sPNOc,12.0,-2.0,3.0,10.5,False
1581,65663,KfoTG,THHLT,qTmDg,RpXJc,12.0,-3.0,-1.0,0.5,False
5543,8712,Lsuai,THHLT,DtMvg,esAQH,12.0,-2.0,1.0,5.5,False
1362,99669,KfoTG,THHLT,qTmDg,RpXJc,30.0,-1.0,-5.0,-9.5,False
2049,42391,Lsuai,THHLT,DtMvg,shPwO,21.0,-3.0,-3.0,-4.5,False
7418,2585,qzGkS,WXYiE,DtMvg,esAQH,21.0,-3.0,-7.0,-14.5,True
7943,61842,KfoTG,zPfZR,DtMvg,XHmQd,30.0,-3.0,-5.0,-9.5,False
5704,91176,qzGkS,THHLT,DtMvg,qcizG,3.0,-3.0,-1.0,0.5,False
3653,84397,GVYCk,mDadf,DtMvg,IDkCg,12.0,-4.0,-5.0,-9.5,True
8114,27693,ljBjd,THHLT,rXCdD,QRKWz,12.0,-1.0,-9.0,,True
804,56426,qzGkS,zPfZR,DtMvg,mIqzL,3.0,,1.0,5.5,False
2194,4163,qzGkS,mDadf,DtMvg,ZlqSm,30.0,-3.0,-13.0,-29.5,True
7231,211,qzGkS,THHLT,DtMvg,esAQH,21.0,-1.0,-5.0,-9.5,False
1314,6760,qzGkS,THHLT,DtMvg,shPwO,12.0,-4.0,-5.0,,False
7149,67488,qzGkS,THHLT,rXCdD,AjMVN,12.0,-4.0,-5.0,-9.5,True
5901,50313,ljBjd,THHLT,TKfyw,NdlDR,12.0,-2.0,1.0,5.5,False
7179,65138,KfoTG,THHLT,DtMvg,tXtkv,12.0,-3.0,-5.0,-9.5,False
201,35148,KfoTG,THHLT,DtMvg,QRKWz,21.0,-3.0,-1.0,0.5,False
6634,39328,KfoTG,,qTmDg,,12.0,-4.0,-5.0,-9.5,False
7899,59007,KfoTG,zPfZR,DtMvg,vVbnO,3.0,-4.0,3.0,10.5,False
3286,69777,AfgYR,zPfZR,TKfyw,yKWYC,12.0,-3.0,-5.0,-9.5,True
832,65417,qzGkS,mDadf,DtMvg,yygvO,30.0,-4.0,-1.0,0.5,False
6332,4008,KfoTG,THHLT,DtMvg,IDkCg,30.0,-3.0,-7.0,-14.5,False
694,41517,ljBjd,THHLT,DtMvg,lwCkE,39.0,-3.0,-11.0,-24.5,False
4451,67662,KfoTG,mDadf,zeYAm,xzgJe,3.0,-3.0,-3.0,-4.5,False
5825,85893,Lsuai,THHLT,DtMvg,RpXJc,12.0,-2.0,-1.0,0.5,False
2607,46941,ljBjd,zPfZR,zeYAm,ZlqSm,21.0,-2.0,-5.0,-9.5,True
5333,60168,KfoTG,zPfZR,DtMvg,lwCkE,,-4.0,3.0,10.5,False
129,50363,Lsuai,hMHca,DtMvg,RpXJc,21.0,-2.0,-1.0,0.5,False
4873,39075,KfoTG,THHLT,DtMvg,lwCkE,21.0,-4.0,-1.0,0.5,False
3766,46123,Lsuai,THHLT,,IJnCs,48.0,-3.0,-5.0,-9.5,True
1702,99332,qzGkS,mDadf,,IDkCg,21.0,-3.0,-7.0,-14.5,True
1855,20922,Lsuai,mDadf,rXCdD,VJaVA,12.0,-4.0,3.0,10.5,False
5265,53488,KfoTG,THHLT,DtMvg,ARuYG,21.0,-4.0,3.0,10.5,True
2419,90594,AfgYR,THHLT,rXCdD,ZCIYy,3.0,-4.0,-3.0,-4.5,False
4479,48326,ljBjd,mDadf,rXCdD,AjMVN,3.0,-2.0,-1.0,0.5,False
843,6235,qzGkS,THHLT,DtMvg,lwCkE,3.0,-4.0,1.0,5.5,True
5951,42890,tnDpM,WXYiE,qTmDg,XAmOF,,-2.0,3.0,10.5,False
1636,78829,qzGkS,THHLT,TKfyw,puHHm,30.0,-3.0,-7.0,-14.5,True
2738,6189,KfoTG,mDadf,DtMvg,DBUky,3.0,-3.0,-3.0,-4.5,True
2568,32206,Lsuai,THHLT,DtMvg,sPNOc,21.0,-3.0,-17.0,-39.5,False
743,92862,Lsuai,THHLT,DtMvg,qXvRS,30.0,-1.0,-15.0,-34.5,False
4112,40122,KfoTG,mDadf,DtMvg,XHmQd,12.0,-4.0,-3.0,-4.5,True
4038,53340,KfoTG,THHLT,qTmDg,ARuYG,12.0,-3.0,-3.0,-4.5,False
2851,93998,qzGkS,THHLT,DtMvg,yKWYC,12.0,-2.0,-3.0,-4.5,False
7375,83716,qzGkS,mDadf,DtMvg,ARuYG,21.0,-4.0,-9.0,-19.5,True
1492,87877,qzGkS,DnomH,qTmDg,qNABl,30.0,-4.0,-1.0,0.5,False
7182,12844,Lsuai,THHLT,qTmDg,xzgJe,12.0,-2.0,-3.0,-4.5,False
112,24483,KfoTG,THHLT,DtMvg,,12.0,-2.0,1.0,5.5,False
2662,83611,qzGkS,zPfZR,qTmDg,mIqzL,39.0,-2.0,-5.0,-9.5,True
6804,48451,Lsuai,THHLT,qTmDg,NdlDR,30.0,-3.0,-11.0,-24.5,False
4129,27721,AfgYR,WXYiE,rXCdD,qNABl,30.0,-3.0,-3.0,-4.5,True
5030,69809,Lsuai,zPfZR,qTmDg,hmAUm,3.0,-3.0,3.0,10.5,False
5021,16639,Lsuai,zPfZR,rXCdD,IJnCs,30.0,-4.0,-1.0,0.5,False
4529,62242,tnDpM,mDadf,qTmDg,XAmOF,3.0,-3.0,-1.0,0.5,False
3519,99863,qzGkS,THHLT,DtMvg,shPwO,21.0,-3.0,-3.0,-4.5,False
1160,44208,Lsuai,hMHca,TKfyw,qXvRS,12.0,-3.0,1.0,5.5,False
5992,15934,Lsuai,THHLT,DtMvg,XHmQd,12.0,-4.0,-3.0,-4.5,False
6302,17450,qzGkS,mDadf,DtMvg,NdlDR,3.0,-3.0,,-14.5,True
6035,25519,qzGkS,mDadf,rXCdD,vVbnO,21.0,-2.0,-3.0,-4.5,True
6376,29094,Lsuai,,DtMvg,AjMVN,30.0,-3.0,-3.0,-4.5,False
6894,79700,KfoTG,THHLT,qTmDg,RpXJc,3.0,,1.0,5.5,False
5894,40526,qzGkS,mDadf,rXCdD,,21.0,-2.0,-5.0,-9.5,True
794,32070,qzGkS,THHLT,rXCdD,AjMVN,39.0,-1.0,-11.0,-24.5,False
2841,1697,Lsuai,THHLT,rXCdD,sPNOc,21.0,-3.0,-7.0,,False
4796,51040,KfoTG,THHLT,zeYAm,esAQH,21.0,-2.0,-3.0,-4.5,False
1455,2246,KfoTG,zPfZR,rXCdD,vVbnO,30.0,-2.0,-1.0,0.5,False
6153,67977,qzGkS,zPfZR,DtMvg,yygvO,30.0,-4.0,-3.0,-4.5,False
7852,18672,Lsuai,THHLT,DtMvg,yygvO,30.0,-1.0,-1.0,0.5,False
2344,80417,qzGkS,THHLT,DtMvg,yKWYC,39.0,-4.0,-13.0,-29.5,True
6691,40342,qzGkS,zPfZR,TKfyw,puHHm,12.0,-4.0,-3.0,-4.5,True
3675,2124,qzGkS,THHLT,DtMvg,shPwO,39.0,0.0,-1.0,0.5,False
4260,58832,GVYCk,THHLT,qTmDg,VJaVA,12.0,-2.0,-5.0,-9.5,True
1884,74867,Lsuai,THHLT,rXCdD,qNABl,30.0,-3.0,-3.0,-4.5,True
4326,27697,AfgYR,zPfZR,DtMvg,tXtkv,21.0,-2.0,-1.0,0.5,False
7878,67876,Lsuai,THHLT,rXCdD,sPNOc,12.0,-3.0,-1.0,0.5,False
6678,58665,GVYCk,mDadf,qTmDg,SaVqO,12.0,-4.0,-5.0,-9.5,True
4558,18464,qzGkS,THHLT,DtMvg,shPwO,21.0,-3.0,-1.0,0.5,False
3903,76583,qzGkS,zPfZR,DtMvg,lwCkE,30.0,-3.0,-3.0,-4.5,True
4115,82470,KfoTG,THHLT,qTmDg,qcizG,21.0,-3.0,-13.0,-29.5,True
1287,13702,KfoTG,mDadf,zeYAm,xzgJe,12.0,,-1.0,0.5,True
1997,21355,Lsuai,THHLT,DtMvg,qXvRS,12.0,-2.0,-1.0,0.5,False
86,98583,KfoTG,THHLT,,esAQH,3.0,-3.0,-3.0,-4.5,True
4421,42015,qzGkS,zPfZR,rXCdD,qNABl,30.0,-4.0,-13.0,,True
5320,78523,qzGkS,THHLT,qTmDg,qcizG,12.0,-3.0,-3.0,-4.5,False
6355,22644,KfoTG,THHLT,DtMvg,vVbnO,12.0,-3.0,1.0,5.5,True
5067,24281,qzGkS,mDadf,,SaVqO,12.0,-3.0,1.0,5.5,False
4636,14890,KfoTG,THHLT,rXCdD,qNABl,21.0,-3.0,1.0,5.5,False
6250,44926,qzGkS,THHLT,TKfyw,tXtkv,12.0,-3.0,-5.0,-9.5,False
2787,73297,tnDpM,THHLT,TKfyw,tXtkv,21.0,-2.0,1.0,5.5,False
1978,57456,KfoTG,THHLT,DtMvg,XAmOF,21.0,-2.0,-3.0,-4.5,False
6285,14017,KfoTG,THHLT,rXCdD,puHHm,21.0,-3.0,-7.0,-14.5,False
2004,1125,AfgYR,zPfZR,TKfyw,mIqzL,21.0,-4.0,-11.0,-24.5,True
5278,92646,KfoTG,zPfZR,DtMvg,XHmQd,12.0,-4.0,3.0,10.5,False
1266,92169,qzGkS,mDadf,qTmDg,IDkCg,12.0,-2.0,-7.0,-14.5,True
1493,9531,qzGkS,THHLT,zeYAm,ZlqSm,21.0,-1.0,-3.0,-4.5,True
700,90015,,DnomH,zeYAm,ZlqSm,12.0,-4.0,-1.0,0.5,True
5779,38944,qzGkS,THHLT,rXCdD,AjMVN,12.0,-3.0,-7.0,-14.5,True
6837,47271,Lsuai,THHLT,DtMvg,XHmQd,12.0,-3.0,-7.0,-14.5,False
5993,86569,,THHLT,rXCdD,QRKWz,12.0,-2.0,,-24.5,False
5488,27340,Lsuai,hMHca,TKfyw,RpXJc,21.0,-1.0,3.0,10.5,False
4585,6838,KfoTG,THHLT,DtMvg,vVbnO,12.0,-3.0,3.0,10.5,False
5242,27235,AfgYR,THHLT,qTmDg,tXtkv,21.0,-4.0,-7.0,-14.5,True
486,73044,KfoTG,THHLT,TKfyw,,30.0,-4.0,-9.0,-19.5,True
408,44709,qzGkS,zPfZR,DtMvg,NdlDR,21.0,-4.0,-5.0,-9.5,False
5586,59271,Lsuai,DnomH,,yKWYC,12.0,-3.0,-3.0,-4.5,True
4090,67708,KfoTG,mDadf,DtMvg,VJaVA,12.0,-3.0,-1.0,0.5,True
3655,17317,qzGkS,THHLT,DtMvg,IDkCg,3.0,-4.0,-1.0,0.5,True
7997,10295,qzGkS,mDadf,DtMvg,qXvRS,3.0,-4.0,-3.0,-4.5,True
128,54705,ljBjd,THHLT,DtMvg,vVbnO,12.0,-4.0,-1.0,0.5,True
2966,91100,Lsuai,THHLT,DtMvg,esAQH,12.0,-1.0,-1.0,0.5,False
156,31627,tnDpM,THHLT,DtMvg,puHHm,21.0,-4.0,-3.0,-4.5,True
701,43666,ljBjd,zPfZR,zeYAm,ZlqSm,21.0,-4.0,-3.0,-4.5,True
1556,73069,KfoTG,mDadf,rXCdD,VJaVA,3.0,-2.0,1.0,5.5,True
7593,66003,qzGkS,mDadf,DtMvg,NdlDR,3.0,-4.0,3.0,10.5,False
772,67609,KfoTG,mDadf,DtMvg,hmAUm,3.0,-4.0,-3.0,-4.5,True
7474,48520,qzGkS,zPfZR,DtMvg,bUhyU,12.0,-4.0,-5.0,-9.5,True
653,64911,qzGkS,mDadf,zeYAm,xzgJe,12.0,-3.0,-5.0,-9.5,True
